year,diff,pred,path
1621,49,1572,/home/liza/data/met-images/368/368570.jpg
1677,63,1740,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-390.jpeg
1673,131,1804,/home/liza/data/met-images/394/394931.jpg
1682,141,1823,/home/liza/data/met-images/339/339682.jpg
1650,10,1640,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2321.jpeg
1853,23,1830,/home/liza/data/met-images/365/365663.jpg
1777,33,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1914-17-182.jpeg
1852,55,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/200/RP-T-1921-374(R).jpeg
1867,50,1817,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2281.jpeg
1834,14,1848,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1980-125(R).jpeg
1648,106,1754,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1989-112.jpeg
1754,5,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-72.jpeg
1888,85,1803,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-168(R).jpeg
1751,22,1729,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-3611.jpeg
1850,3,1853,/home/liza/data/met-images/460/460051.jpg
1619,125,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-449.jpeg
1917,69,1848,/home/liza/data/met-images/488/488501.jpg
1904,99,1805,/home/liza/data/met-images/335/335014.jpg
1828,27,1801,/home/liza/data/met-images/357/357875.jpg
1867,30,1837,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1964-310.jpeg
1763,61,1824,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1997-26.jpeg
1861,45,1816,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2639.jpeg
1630,84,1714,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3286.jpeg
1877,16,1861,/home/liza/data/met-images/436/436134.jpg
1713,86,1799,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1964-166.jpeg
1910,17,1893,/home/liza/data/met-images/485/485523.jpg
1760,49,1711,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1993-418.jpeg
1666,39,1627,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-442.jpeg
1752,33,1719,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1027.jpeg
1884,60,1824,/home/liza/data/met-images/10/10614.jpg
1654,115,1769,/home/liza/data/met-images/338/338514.jpg
1706,4,1710,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-189.jpeg
1570,202,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1889-A-2152(R).jpeg
1588,228,1816,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1883-A-220.jpeg
1891,54,1837,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1960-379(R).jpeg
1891,48,1843,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1960-584.jpeg
1828,51,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/31/NG-1998-9.jpeg
1725,104,1829,/home/liza/data/met-images/37/37949.jpg
1617,16,1633,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-909.jpeg
1918,118,1800,/home/liza/data/met-images/353/353517.jpg
1849,74,1775,/home/liza/data/met-images/334/334755.jpg
1848,22,1826,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-282(V).jpeg
1766,24,1742,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2599.jpeg
1841,27,1814,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1889-A-1961.jpeg
1728,13,1741,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1970-4-42-TM-43.jpeg
1776,27,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/200/RP-T-1921-3.jpeg
1653,126,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1325.jpeg
1837,31,1806,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-470A.jpeg
1778,48,1826,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-1-144.jpeg
1636,129,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1900-A-4419.jpeg
1665,87,1752,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-5026.jpeg
1727,25,1752,/home/liza/data/met-images/339/339430.jpg
1880,92,1788,/home/liza/data/met-images/13/13215.jpg
1830,4,1834,/home/liza/data/met-images/358/358989.jpg
1600,0,1600,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-99.jpeg
1653,6,1659,/home/liza/data/met-images/435/435771.jpg
1700,5,1705,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1665.jpeg
1795,3,1792,/home/liza/data/met-images/337/337806.jpg
1700,66,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1894-A-2988.jpeg
1780,29,1809,/home/liza/data/met-images/37/37954.jpg
1625,136,1761,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1967-81(R).jpeg
1786,7,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1921-166.jpeg
1866,35,1831,/home/liza/data/met-images/436/436226.jpg
1550,250,1800,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1935-43-8(V).jpeg
1580,211,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1899-A-4276.jpeg
1820,32,1788,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-2013-11-1.jpeg
1916,116,1800,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1982-97.jpeg
1786,27,1759,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1900-A-4439.jpeg
1593,82,1511,/home/liza/data/met-images/437/437342.jpg
1827,22,1805,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3645.jpeg
1861,63,1798,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2673.jpeg
1707,44,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3661C-9.jpeg
1925,158,1767,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-2010-43-384.jpeg
1610,149,1759,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1898-A-3508.jpeg
1818,7,1811,/home/liza/data/met-images/408/408997.jpg
1690,152,1842,/home/liza/data/met-images/382/382520.jpg
1680,35,1645,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4210.jpeg
1669,107,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1997-12(R).jpeg
1867,77,1790,/home/liza/data/met-images/345/345465.jpg
1658,122,1780,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1890-1952-83.jpeg
1842,59,1783,/home/liza/data/met-images/384/384357.jpg
1660,67,1727,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1578.jpeg
1741,84,1825,/home/liza/data/met-images/40/40354.jpg
1659,85,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1899-A-4303.jpeg
1660,74,1734,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1960-165.jpeg
1671,89,1760,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1884-A-304.jpeg
1535,183,1718,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-118(R).jpeg
1775,9,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1904-133.jpeg
1646,155,1801,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1898-A-3524.jpeg
1600,215,1815,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-22(V).jpeg
1530,65,1595,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4751-A.jpeg
1860,34,1826,/home/liza/data/met-images/16/16703.jpg
1793,31,1824,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/186/RP-P-OB-85.141.jpeg
1913,17,1896,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-2009-140.jpeg
1610,191,1801,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-425(R).jpeg
1765,28,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2106.jpeg
1632,134,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1906-6.jpeg
1860,51,1809,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-9.jpeg
1621,48,1669,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1950-267.jpeg
1720,18,1738,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-516.jpeg
1794,17,1777,/home/liza/data/met-images/383/383922.jpg
1570,288,1858,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1973-105.jpeg
1872,53,1819,/home/liza/data/met-images/11/11309.jpg
1815,14,1801,/home/liza/data/met-images/437/437364.jpg
1767,26,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1913-102.jpeg
1830,18,1812,/home/liza/data/met-images/358/358480.jpg
1681,155,1836,/home/liza/data/met-images/340/340996.jpg
1650,1,1649,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-712.jpeg
1660,51,1711,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/219/SK-C-274.jpeg
1392,17,1409,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4007.jpeg
1837,41,1796,/home/liza/data/met-images/337/337601.jpg
1828,29,1799,/home/liza/data/met-images/15/15019.jpg
1770,14,1784,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-228.jpeg
1870,56,1814,/home/liza/data/met-images/359/359161.jpg
1817,61,1756,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1904-151.jpeg
1775,24,1799,/home/liza/data/met-images/363/363984.jpg
1846,69,1777,/home/liza/data/met-images/333/333797.jpg
1904,75,1829,/home/liza/data/met-images/16/16049.jpg
1825,8,1817,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1960-202(R).jpeg
1904,61,1843,/home/liza/data/met-images/12/12480.jpg
1500,154,1654,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-2593.jpeg
1770,27,1743,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-256.jpeg
1630,160,1790,/home/liza/data/met-images/336/336357.jpg
1600,199,1799,/home/liza/data/met-images/370/370807.jpg
1600,71,1671,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4919.jpeg
1655,69,1724,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-195.jpeg
1790,33,1757,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2735.jpeg
1732,44,1688,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4621.jpeg
1745,3,1742,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1905-256.jpeg
1775,65,1840,/home/liza/data/met-images/364/364015.jpg
1729,54,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-539.jpeg
1780,17,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3463.jpeg
1771,57,1714,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1271.jpeg
1624,107,1731,/home/liza/data/met-images/338/338070.jpg
1783,10,1773,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1428.jpeg
1657,77,1734,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1887-1463-59.jpeg
1873,29,1844,/home/liza/data/met-images/339/339814.jpg
1865,76,1789,/home/liza/data/met-images/383/383811.jpg
1660,77,1737,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1430X(R).jpeg
1651,80,1731,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-938.jpeg
1612,201,1813,/home/liza/data/met-images/338/338842.jpg
1732,39,1693,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4553.jpeg
1646,130,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-1879-A-81.jpeg
1870,34,1836,/home/liza/data/met-images/14/14395.jpg
1918,144,1774,/home/liza/data/met-images/12/12442.jpg
1616,77,1693,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-488.jpeg
1798,35,1833,/home/liza/data/met-images/10/10539.jpg
1763,5,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1976-64(V).jpeg
1782,13,1769,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-410(R).jpeg
1762,14,1748,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1956-104.jpeg
1881,67,1814,/home/liza/data/met-images/420/420456.jpg
1800,26,1774,/home/liza/data/met-images/390/390146.jpg
1624,127,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-102.jpeg
1890,60,1830,/home/liza/data/met-images/12/12145.jpg
1647,124,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-46.jpeg
1779,27,1752,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-295.jpeg
1660,49,1611,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1577.jpeg
1771,5,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1919-37.jpeg
1727,18,1709,/home/liza/data/met-images/339/339412.jpg
1675,23,1698,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4177.jpeg
1629,162,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1883-A-223.jpeg
1601,45,1646,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-44.jpeg
1648,112,1760,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1940-171.jpeg
1628,17,1645,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-660.jpeg
1786,1,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-1-118.jpeg
1652,131,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1024.jpeg
1878,137,1741,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1973-59.jpeg
1735,59,1794,/home/liza/data/met-images/363/363013.jpg
1779,17,1762,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-3-158.jpeg
1827,10,1817,/home/liza/data/met-images/437/437079.jpg
1672,115,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-32.jpeg
1710,55,1765,/home/liza/data/met-images/344/344254.jpg
1755,15,1740,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-39.jpeg
1734,16,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1991-15.jpeg
1606,168,1774,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1885-A-467.jpeg
1816,28,1788,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-239(R).jpeg
1827,18,1809,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3653.jpeg
1904,51,1853,/home/liza/data/met-images/12/12492.jpg
1648,117,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1897-A-3343.jpeg
1563,169,1732,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-526(R).jpeg
1830,3,1833,/home/liza/data/met-images/358/358438.jpg
1905,48,1857,/home/liza/data/met-images/12/12345.jpg
1480,93,1387,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3326.jpeg
1817,5,1822,/home/liza/data/met-images/387/387995.jpg
1841,41,1800,/home/liza/data/met-images/382/382616.jpg
1633,104,1737,/home/liza/data/met-images/334/334653.jpg
1603,160,1763,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-2008-94(R).jpeg
1700,16,1716,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1894-A-3033.jpeg
1728,4,1732,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1970-4-83.jpeg
1874,49,1825,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1959-431(R).jpeg
1848,10,1838,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1937-34(R).jpeg
1620,127,1747,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1956-183.jpeg
1895,90,1805,/home/liza/data/met-images/392/392812.jpg
1822,15,1837,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-271.jpeg
1846,78,1768,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1965-187.jpeg
1843,18,1825,/home/liza/data/met-images/341/341061.jpg
1855,67,1788,/home/liza/data/met-images/14/14836.jpg
1890,140,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4735.jpeg
1784,8,1792,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-2-110.jpeg
1691,109,1800,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1897-387-A.jpeg
1874,62,1812,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2525.jpeg
1874,9,1865,/home/liza/data/met-images/15/15973.jpg
1891,90,1801,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1960-803.jpeg
1644,222,1866,/home/liza/data/met-images/459/459320.jpg
1800,42,1842,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1993-272.jpeg
1767,16,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1913-124.jpeg
1912,41,1871,/home/liza/data/met-images/12/12304.jpg
1594,197,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-181(R).jpeg
1766,42,1724,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1780.jpeg
1595,226,1821,/home/liza/data/met-images/48/48945.jpg
1770,79,1849,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-431.jpeg
1499,221,1720,/home/liza/data/met-images/340/340524.jpg
1782,7,1789,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3921.jpeg
1895,32,1863,/home/liza/data/met-images/13/13184.jpg
1749,2,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1552.jpeg
1654,85,1739,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1890-1952-50(R).jpeg
1655,99,1754,/home/liza/data/met-images/437/437506.jpg
1880,85,1795,/home/liza/data/met-images/343/343348.jpg
1575,254,1829,/home/liza/data/met-images/384/384180.jpg
1834,22,1812,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1981-425(R).jpeg
1706,14,1720,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1245.jpeg
1921,55,1866,/home/liza/data/met-images/19/19325.jpg
1826,79,1747,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-722.jpeg
1877,53,1824,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-343B.jpeg
1752,41,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-3569.jpeg
1600,128,1728,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-69.jpeg
1867,73,1794,/home/liza/data/met-images/14/14478.jpg
1360,420,1780,/home/liza/data/met-images/45/45652.jpg
1838,3,1835,/home/liza/data/met-images/10/10489.jpg
1770,22,1792,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1914-17-308.jpeg
1660,90,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/3/BI-1887-1463-122.jpeg
1909,89,1820,/home/liza/data/met-images/486/486981.jpg
1698,101,1799,/home/liza/data/met-images/343/343258.jpg
1806,30,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2359.jpeg
1770,27,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-1-128.jpeg
1779,2,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-2-141.jpeg
1860,93,1767,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/12/BK-1984-62.jpeg
1728,2,1726,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1970-4-80-TM-81.jpeg
1903,84,1819,/home/liza/data/met-images/19/19329.jpg
1816,31,1785,/home/liza/data/met-images/382/382342.jpg
1640,128,1768,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2734.jpeg
1853,29,1824,/home/liza/data/met-images/11/11582.jpg
1500,338,1838,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-40.jpeg
1535,274,1809,/home/liza/data/met-images/372/372539.jpg
1776,15,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1894-A-3014.jpeg
1638,136,1774,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1895-A-3080.jpeg
1810,6,1816,/home/liza/data/met-images/16/16627.jpg
1703,41,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1942-149.jpeg
1851,16,1835,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1982-123.jpeg
1878,84,1794,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-158.jpeg
1847,19,1828,/home/liza/data/met-images/10/10776.jpg
1594,193,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1931-184.jpeg
1555,149,1704,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-2004-1.jpeg
1755,5,1760,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1604.jpeg
1677,80,1757,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1968-150.jpeg
1872,67,1805,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-3949.jpeg
1758,33,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-301.jpeg
1911,138,1773,/home/liza/data/met-images/10/10066.jpg
1892,53,1839,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1944-92.jpeg
1600,75,1675,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1933-54(R).jpeg
1649,79,1728,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1909-48.jpeg
1550,270,1820,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-79.jpeg
